,name,image_url,description,website,linkedin,crunchbase_url,headquarters_location
879,Kirkwood Station Dental,https://images.crunchbase.com/image/upload/t_cb-default-original/wtexsfw1g6zcqfhv2kvp,"Kirkwood Station Dental is a dental clinic that provides teeth whitening, implant, sensational whitening, and cosmetic enhancement services.",https://www.kirkwoodstationdental.com,https://www.linkedin.com/company/kirkwood-station-dental,https://www.crunchbase.com/organization/kirkwood-station-dental,"Kirkwood, New York, United States, North America"
880,Kathryn Landis Consulting,https://images.crunchbase.com/image/upload/t_cb-default-original/f7apvz61fgnqrkjdlp8w,Kathryn Landis Consulting offers executive coaching and team training to enhance leadership and organizational success.,https://www.kathrynlandisconsulting.com,https://www.linkedin.com/company/kathryn-landis-consulting,https://www.crunchbase.com/organization/kathryn-landis-consulting,"Brooklyn, New York, United States, North America"
881,Karpoff Affiliates,https://images.crunchbase.com/image/upload/t_cb-default-original/wqxluwsz6knarirqd6mc,"Karpoff Affiliates offers real estate services, senior move management, estate cleanouts, and commercial investment consultations.",https://karpoffaffiliates.com,https://www.linkedin.com/company/karpoff-affiliates,https://www.crunchbase.com/organization/karpoff-affiliates,"New York, New York, United States, North America"
882,Shielding Realty,,Shielding Realty LLC specializes in residential and mixed-use commercial real estate transactions.,https://www.shieldingrealty.com,,https://www.crunchbase.com/organization/shielding-realty,"Mamaroneck, New York, United States, North America"
883,VRA Formulations,https://images.crunchbase.com/image/upload/t_cb-default-original/ct58vjxblalxztg2m921,VRA Formulations manufactures customizable nutritional supplements and offers private labeling and capsule supplements.,https://www.vraformulations.com,https://www.linkedin.com/company/vra-formulations-llc,https://www.crunchbase.com/organization/vra-formulations,"Florida, New York, United States, North America"
884,Area of Effect,https://images.crunchbase.com/image/upload/t_cb-default-original/a1qtq98emdkigxwsc4no,Area of Effect offers technical and creative solutions for artists and startups to build IoT platforms and autonomous training robots.,https://areaofeffect.io,https://www.linkedin.com/company/areaofeffect,https://www.crunchbase.com/organization/area-of-effect,"Brooklyn, New York, United States, North America"
885,Cosmotronics,https://images.crunchbase.com/image/upload/t_cb-default-original/rbgfpc4irzg7tc9kk0uh,"Cosmotronics offers IT services, network integration, custom servers, and retail of computer hardware and software.",https://cosmotronics.com,https://www.linkedin.com/company/cosmotronics,https://www.crunchbase.com/organization/cosmotronics,"Dobbs Ferry, New York, United States, North America"
886,Mobiquity Networks,https://images.crunchbase.com/image/upload/t_cb-default-original/p7dcmfslvmgdweaat7pi,Mobiquity Networks is a digital advertising and data intelligence company that offers marketing services.,https://www.mobiquitynetworks.com,https://www.linkedin.com/company/mobiquitytechnologies,https://www.crunchbase.com/organization/mobiquity-networks,"Deer Park, New York, United States, North America"
887,Realify,https://images.crunchbase.com/image/upload/t_cb-default-original/cxn6n3iygnoyoqwr7sqe,"Realify offers real estate brokerage services in New York, focusing on residential and commercial properties.",https://www.realifyny.com,https://www.linkedin.com/company/realifyny,https://www.crunchbase.com/organization/realify,"New York, New York, United States, North America"
888,Lunar IT Consulting,,"Lunar IT Consulting is an information technology company that provides technical support, IT compliance, and networking services.",https://www.lunarconsult.com,https://www.linkedin.com/company/lunar-technologies-consulting/,https://www.crunchbase.com/organization/lunar-it-consulting,"Forest Hills, New York, United States, North America"
889,Drugzone Pharmaceuticals,https://images.crunchbase.com/image/upload/t_cb-default-original/pv4arm9c5fbsb1j2ab1d,Drugzone Pharmaceuticals is a pharmaceutical distribution company for the healthcare industry.,https://www.drugzone.com,https://www.linkedin.com/company/drugzone-pharmaceuticals-inc,https://www.crunchbase.com/organization/drugzone-pharmaceuticals,"Nanuet, New York, United States, North America"
890,AWSF Capital Group,https://images.crunchbase.com/image/upload/t_cb-default-original/krdapr9r2e5i3o0ibtdj,"AWSF Capital Group is an investment and project arrangement firm that invests in equities, currencies, and futures.",http://www.awsfgroup.com,,https://www.crunchbase.com/organization/awsf-capital-group,"New City, New York, United States, North America"
891,Gravel Road NY,https://images.crunchbase.com/image/upload/t_cb-default-original/be5hhuevxiu5a0qe2slh,Gravel Road NY is a commercial property rental agency that rents meeting and conference rooms.,https://www.gravelroadny.com,http://www.linkedin.com/company/gravel-road-business-executive-suites,https://www.crunchbase.com/organization/gravel-road-ny,"New York, New York, United States, North America"
892,DZ Restaurants,https://images.crunchbase.com/image/upload/t_cb-default-original/fdtk0mriqc2diexhktr9,"DZ Restaurants is a restaurant that offers cuisine, private events, and dining services.",https://dzrestaurants.com,,https://www.crunchbase.com/organization/dz-restaurants,"Saratoga Springs, New York, United States, North America"
893,Manhattan Sports & Manual Physical Therapy,https://images.crunchbase.com/image/upload/t_cb-default-original/ov8c4ugf17xzebpg5bje,Manhattan Sports & Manual Physical Therapy offers specialized physical therapy focusing on sports and manual techniques.,https://www.msmpt.com,,https://www.crunchbase.com/organization/manhattan-sports-manual-physical-therapy,"New York, New York, United States, North America"
894,Second Avenue Jamboree,,Second Avenue Jamboree is a company.,,,https://www.crunchbase.com/organization/second-avenue-jamboree,"New York, New York, United States, North America"
895,Nicel,https://images.crunchbase.com/image/upload/t_cb-default-original/iajghqbefre84vy2145a,"Nicel Inc. offers plant-based, paraben-free skincare products using nature's ingredients.",https://nicel.com,,https://www.crunchbase.com/organization/nicel,"Niagara Falls, New York, United States, North America"
896,type:social,https://images.crunchbase.com/image/upload/t_cb-default-original/ow1jdnvxky5sn3oeqd43,Type Social specializes in bespoke event and hospitality services for corporate and private clients.,https://www.typesocial.com,https://www.linkedin.com/company/type-social/,https://www.crunchbase.com/organization/type-social,"New York, New York, United States, North America"
897,Centurion X,https://images.crunchbase.com/image/upload/t_cb-default-original/iqbdo9wcazply32djfcz,"Centurion X offers financial services, focusing on business consulting and project management.",https://www.thecenturionx.com,https://www.linkedin.com/company/centurion-x,https://www.crunchbase.com/organization/centurion-x,"New York, New York, United States, North America"
898,Pattern of USA,https://images.crunchbase.com/image/upload/t_cb-default-original/x6o1uuyabfrkifzpd7yv,"Pattern of USA is a regulatory affairs consulting company for the pharmaceuticals, biotechnology, and medical devices fields.",https://patternofusa.com,https://www.linkedin.com/company/patternofusa/,https://www.crunchbase.com/organization/pattern-of-usa,"New York, New York, United States, North America"
899,NYC Data Recovery Services,https://images.crunchbase.com/image/upload/t_cb-default-original/aatzj98kfzgp5jm1xtpq,"NYC Data Recovery Services is a data recovery company that specializes in hard drive, computer data recovery, and photo recovery services.",https://www.datarecoverynycny.com,https://www.linkedin.com/company/nyc-data-recovery-services,https://www.crunchbase.com/organization/nyc-data-recovery-services,"New York, New York, United States, North America"
900,Above IT Beyond,https://images.crunchbase.com/image/upload/t_cb-default-original/uou4vesayneh99tfhmrm,Above IT Beyond is an IT and business-building consulting company offering infrastructure management and cloud VoIP solutions.,https://www.aboveitbeyond.com,https://www.linkedin.com/company/aboveitbeyond/,https://www.crunchbase.com/organization/above-it-beyond,"New York, New York, United States, North America"
901,Dudley Realty Investments,https://images.crunchbase.com/image/upload/t_cb-default-original/kyt3c62rlm7riumpn4cy,"Dudley Realty Inc. provides real estate solutions, including property management, sales, and rentals.",https://www.dudleyrealtyinvestments.com,https://www.linkedin.com/company/dudley-realty-investments-llc,https://www.crunchbase.com/organization/dudley-realty-investments,"Oneonta, New York, United States, North America"
902,Store Recon,https://images.crunchbase.com/image/upload/t_cb-default-original/dvwwsdrmatn9ruvgyal7,Store Recon LLC offers a platform for managing and optimizing store operations with privacy-focused features.,https://storerecon.app,https://www.linkedin.com/company/store-recon,https://www.crunchbase.com/organization/store-recon,"New York, New York, United States, North America"
903,Due By The First,https://images.crunchbase.com/image/upload/t_cb-default-original/z1w3xawcgk06qx8sdyd1,Due By The First specializes in permanent financing and commercial debt acquisition.,https://www.dbtfny.com,https://www.linkedin.com/company/due-by-the-first,https://www.crunchbase.com/organization/due-by-the-first,"Carle Place, New York, United States, North America"
904,Royall Lyme of Bermuda,https://images.crunchbase.com/image/upload/t_cb-default-original/bbj2hmzjcwllzwvdotin,Royall Lyme of Bermuda manufactures and sells perfumes and soaps.,https://royall-bermuda.com,https://www.linkedin.com/company/royall-fragrances-limited,https://www.crunchbase.com/organization/royall-lyme-of-bermuda,"New York, New York, United States, North America"
905,Didisheim Consulting,https://images.crunchbase.com/image/upload/t_cb-default-original/uhlpt93s4tdm3lk5edc9,"Didisheim Consulting offers web development, design, digital marketing, and transformation services.",https://www.didisheim.com,https://www.linkedin.com/company/didisheim-consulting,https://www.crunchbase.com/organization/didisheim-consulting,"New York, New York, United States, North America"
